latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2020-07-01,27.5,18.9,22.8
2020-07-02,32.2,20.1,25.7
2020-07-03,31.5,21.9,26.1
2020-07-04,29.2,20.1,23.8
2020-07-05,33.0,21.6,26.3
2020-07-06,33.6,20.8,26.5
2020-07-07,27.6,22.1,24.2
2020-07-08,28.8,22.8,25.3
2020-07-09,30.8,21.7,25.9
2020-07-10,24.4,22.2,23.4
2020-07-11,28.3,22.7,25.2
2020-07-12,31.3,21.0,26.0
2020-07-13,31.2,21.7,26.0
2020-07-14,28.5,20.0,24.7
2020-07-15,26.6,20.3,23.2
2020-07-16,25.2,19.8,22.1
2020-07-17,28.9,19.7,24.2
2020-07-18,33.7,21.4,26.8
2020-07-19,34.3,22.1,27.9
2020-07-20,36.5,24.7,30.0
2020-07-21,33.8,21.9,27.6
2020-07-22,33.3,24.2,27.9
2020-07-23,31.2,23.2,26.2
2020-07-24,26.0,22.7,24.2
2020-07-25,30.3,21.4,26.1
2020-07-26,34.9,23.4,28.6
2020-07-27,36.3,21.4,29.5
2020-07-28,34.4,25.3,29.4
2020-07-29,32.2,23.2,27.6
2020-07-30,33.2,22.9,28.1
2020-07-31,26.6,22.1,24.2
2020-08-01,30.4,20.1,25.7
2020-08-02,29.1,23.6,26.6
2020-08-03,31.8,23.9,27.2
2020-08-04,27.4,23.2,24.7
2020-08-05,30.7,21.7,25.7
2020-08-06,26.4,18.6,22.6
2020-08-07,27.4,21.2,23.8
2020-08-08,27.0,20.8,23.6
2020-08-09,29.0,21.0,25.0
2020-08-10,32.1,22.5,27.1
2020-08-11,30.1,24.0,26.6
2020-08-12,31.2,23.3,27.2
2020-08-13,26.0,23.1,24.3
2020-08-14,30.0,22.2,25.6
2020-08-15,28.9,20.3,23.7
2020-08-16,21.4,18.3,20.1
2020-08-17,26.0,16.5,21.2
2020-08-18,28.4,18.9,23.5
2020-08-19,23.8,19.0,21.2
2020-08-20,26.0,16.7,21.3
2020-08-21,28.8,18.2,23.4
2020-08-22,30.1,21.2,25.4
2020-08-23,29.0,20.6,24.7
2020-08-24,31.0,21.7,26.2
2020-08-25,33.3,22.8,26.7
2020-08-26,26.4,19.2,22.5
2020-08-27,33.8,18.9,25.3
2020-08-28,32.0,20.6,24.9
2020-08-29,25.4,22.2,23.9
2020-08-30,25.8,17.5,21.5
2020-08-31,23.8,15.0,20.0
2020-09-01,25.3,19.6,21.9
2020-09-02,25.4,19.5,23.0
2020-09-03,29.6,22.9,25.0
2020-09-04,28.9,18.9,24.0
2020-09-05,25.7,16.2,20.9
2020-09-06,26.9,16.8,21.7
2020-09-07,25.6,17.1,21.5
2020-09-08,27.8,18.0,22.0
2020-09-09,27.0,18.9,22.8
2020-09-10,27.2,22.0,24.1
2020-09-11,24.9,16.8,21.7
2020-09-12,21.7,15.3,18.1
2020-09-13,23.2,16.2,20.5
2020-09-14,25.1,15.2,20.7
2020-09-15,19.4,11.3,15.1
2020-09-16,21.8,11.7,17.2
2020-09-17,22.6,16.2,19.5
2020-09-18,20.5,13.0,17.3
2020-09-19,17.3,9.4,13.2
2020-09-20,17.3,9.4,12.8
2020-09-21,18.6,8.2,13.1
2020-09-22,22.6,8.4,15.0
2020-09-23,26.5,12.0,19.0
2020-09-24,24.9,12.8,18.6
2020-09-25,25.3,13.0,18.9
2020-09-26,23.8,14.8,19.2
2020-09-27,26.1,17.0,21.5
2020-09-28,24.3,19.8,21.5
2020-09-29,23.4,18.8,21.1
2020-09-30,21.5,16.1,19.0
2020-10-01,22.1,14.0,17.9
2020-10-02,18.1,12.3,15.1
2020-10-03,18.5,9.5,13.6
2020-10-04,18.6,9.4,14.3
2020-10-05,19.8,10.9,15.1
2020-10-06,20.1,12.2,16.6
2020-10-07,24.2,13.4,18.0
2020-10-08,17.8,9.7,14.1
2020-10-09,19.0,8.7,14.3
2020-10-10,24.0,13.6,18.5
2020-10-11,19.4,14.7,17.2
2020-10-12,13.9,11.3,12.7
2020-10-13,14.9,12.6,14.0
2020-10-14,20.5,8.9,14.4
2020-10-15,21.1,10.5,16.3
2020-10-16,17.3,9.8,13.9
2020-10-17,15.3,7.1,11.1
2020-10-18,17.0,6.0,12.3
2020-10-19,18.1,9.3,14.1
2020-10-20,21.3,12.4,16.7
2020-10-21,20.1,14.6,17.2
2020-10-22,21.5,16.2,18.5
2020-10-23,20.9,16.1,17.8
2020-10-24,21.2,9.6,16.4
2020-10-25,11.2,6.8,9.4
2020-10-26,16.8,11.1,13.9
2020-10-27,15.4,11.8,13.8
2020-10-28,16.1,11.4,13.0
2020-10-29,12.2,8.3,10.6
2020-10-30,8.2,2.1,5.1
2020-10-31,7.4,-0.1,4.2
2020-11-01,14.0,4.1,9.5
2020-11-02,6.6,3.0,4.9
2020-11-03,11.8,4.3,7.8
2020-11-04,16.0,3.5,9.8
2020-11-05,18.6,6.6,12.3
2020-11-06,20.1,9.1,13.7
2020-11-07,21.5,7.6,14.0
2020-11-08,21.8,7.3,13.5
2020-11-09,21.2,7.8,13.1
2020-11-10,21.0,11.3,15.4
2020-11-11,21.8,15.5,18.0
2020-11-12,18.5,8.4,12.6
2020-11-13,10.5,5.7,8.7
2020-11-14,11.1,3.2,7.0
2020-11-15,17.2,2.7,9.8
2020-11-16,11.3,3.8,8.5
2020-11-17,8.6,1.8,4.9
2020-11-18,2.1,-2.9,0.4
2020-11-19,7.1,-2.9,2.8
2020-11-20,14.4,5.3,9.3
2020-11-21,15.8,6.1,10.7
2020-11-22,13.5,4.5,8.5
2020-11-23,14.4,4.6,10.0
2020-11-24,8.5,3.0,5.4
2020-11-25,11.3,4.3,8.0
2020-11-26,17.1,9.0,13.2
2020-11-27,15.8,6.4,10.4
2020-11-28,12.9,4.3,8.1
2020-11-29,10.5,1.7,5.8
2020-11-30,16.6,4.5,12.8
2020-12-01,14.8,3.0,9.2
2020-12-02,7.1,1.5,3.9
2020-12-03,9.7,0.6,4.7
2020-12-04,11.5,4.5,7.4
2020-12-05,7.3,3.0,5.7
2020-12-06,3.9,0.3,2.2
2020-12-07,4.4,-1.9,0.7
2020-12-08,3.6,-1.6,0.2
2020-12-09,3.8,-2.2,0.9
2020-12-10,9.4,-0.3,4.1
2020-12-11,10.7,-0.5,4.8
2020-12-12,13.3,2.0,8.3
2020-12-13,14.8,4.3,9.8
2020-12-14,4.3,2.3,3.1
2020-12-15,3.8,-2.2,0.6
2020-12-16,1.1,-4.3,-1.7
2020-12-17,0.9,-4.7,-2.4
2020-12-18,-1.8,-7.4,-5.1
2020-12-19,-2.0,-10.0,-6.0
2020-12-20,3.2,-7.1,-0.6
2020-12-21,2.7,-1.3,1.0
2020-12-22,5.6,-1.8,1.8
2020-12-23,3.5,-3.6,1.3
2020-12-24,15.5,4.3,11.5
2020-12-25,15.6,-1.6,9.2
2020-12-26,-0.1,-4.9,-2.7
2020-12-27,2.6,-4.6,-1.6
2020-12-28,9.5,-0.8,4.7
2020-12-29,3.3,-3.1,0.8
2020-12-30,4.0,-3.9,0.6
2020-12-31,8.7,-0.2,5.7
2021-01-01,4.1,-2.7,1.1
2021-01-02,10.4,0.1,5.4
2021-01-03,4.2,-1.3,1.8
2021-01-04,6.6,0.6,2.7
2021-01-05,5.3,0.8,2.5
2021-01-06,4.8,-0.9,1.6
2021-01-07,5.9,-1.9,0.8
2021-01-08,5.1,-3.7,-0.3
2021-01-09,2.2,-4.2,-1.0
2021-01-10,4.7,-3.2,-0.3
2021-01-11,1.8,-4.9,-1.7
2021-01-12,5.7,-3.2,0.2
2021-01-13,5.9,-3.8,0.6
2021-01-14,8.7,-1.0,3.0
2021-01-15,7.5,-1.7,3.6
2021-01-16,8.1,1.7,5.4
2021-01-17,7.3,-0.1,3.5
2021-01-18,7.0,-0.0,2.9
2021-01-19,5.0,-1.5,1.4
2021-01-20,4.6,-4.2,-0.1
2021-01-21,5.4,-5.0,-0.6
2021-01-22,7.0,-1.2,2.5
2021-01-23,0.2,-4.8,-2.4
2021-01-24,0.3,-5.6,-3.2
2021-01-25,3.4,-5.1,-1.5
2021-01-26,1.9,-1.4,0.3
2021-01-27,4.4,-2.3,1.2
2021-01-28,0.5,-6.8,-2.7
2021-01-29,-4.3,-9.3,-6.9
2021-01-30,0.9,-9.0,-5.2
2021-01-31,-2.8,-7.8,-5.3
2021-02-01,1.0,-3.5,-1.1
2021-02-02,2.1,-1.6,0.1
2021-02-03,1.5,-2.2,-0.6
2021-02-04,3.6,-4.6,-1.2
2021-02-05,4.7,-3.9,1.4
2021-02-06,4.1,-6.0,-0.7
2021-02-07,0.4,-5.1,-1.6
2021-02-08,-3.7,-11.0,-7.4
2021-02-09,1.5,-10.5,-3.7
2021-02-10,-0.0,-10.7,-4.4
2021-02-11,0.4,-5.9,-3.0
2021-02-12,-2.5,-11.5,-6.2
2021-02-13,-2.2,-7.6,-4.3
2021-02-14,2.8,-2.4,-0.4
2021-02-15,1.2,-2.2,-0.3
2021-02-16,9.0,-0.7,5.0
2021-02-17,-0.2,-6.2,-3.5
2021-02-18,-2.1,-4.1,-3.1
2021-02-19,-0.0,-3.1,-1.3
2021-02-20,0.1,-6.1,-2.3
2021-02-21,0.9,-8.9,-4.9
2021-02-22,2.9,-7.7,-0.5
2021-02-23,6.7,-1.5,2.8
2021-02-24,10.6,-0.6,4.9
2021-02-25,8.5,-1.9,4.9
2021-02-26,6.8,-3.3,1.6
2021-02-27,12.0,2.4,6.3
2021-02-28,7.8,0.2,4.5
2021-03-01,9.1,-0.0,5.5
2021-03-02,-0.3,-7.1,-3.5
2021-03-03,10.7,-2.8,3.3
2021-03-04,5.8,-3.7,1.7
2021-03-05,2.2,-6.4,-2.1
2021-03-06,1.7,-5.0,-1.5
2021-03-07,4.5,-5.6,-0.9
2021-03-08,6.0,-7.0,-0.5
2021-03-09,16.0,-0.1,7.7
2021-03-10,11.5,-1.5,4.9
2021-03-11,18.0,2.2,10.5
2021-03-12,18.6,9.2,13.6
2021-03-13,8.9,-1.3,4.2
2021-03-14,10.2,-1.6,4.5
2021-03-15,2.7,-6.0,-1.9
2021-03-16,2.8,-4.3,-0.5
2021-03-17,8.2,0.7,4.3
2021-03-18,7.6,4.0,6.0
2021-03-19,5.5,-2.8,1.6
2021-03-20,13.1,-3.3,3.7
2021-03-21,15.5,-1.4,6.1
2021-03-22,14.0,-1.9,6.3
2021-03-23,17.1,1.4,8.7
2021-03-24,14.0,3.9,9.7
2021-03-25,19.3,9.0,12.4
2021-03-26,25.4,9.7,15.8
2021-03-27,17.5,6.8,11.7
2021-03-28,18.3,7.7,12.1
2021-03-29,11.7,3.0,7.8
2021-03-30,13.1,0.3,7.7
2021-03-31,15.8,7.6,11.8
2021-04-01,11.4,2.2,7.2
2021-04-02,3.5,-3.4,0.8
2021-04-03,10.8,-2.5,4.0
2021-04-04,16.4,2.9,9.4
2021-04-05,18.2,5.6,11.5
2021-04-06,18.6,4.8,10.9
2021-04-07,20.2,6.2,12.0
2021-04-08,19.0,5.1,11.8
2021-04-09,14.5,5.0,9.0
2021-04-10,17.6,8.5,12.6
2021-04-11,14.5,8.3,11.9
2021-04-12,9.0,6.7,7.9
2021-04-13,17.8,5.7,11.1
2021-04-14,20.2,5.4,13.0
2021-04-15,13.2,6.7,10.9
2021-04-16,12.0,4.0,7.6
2021-04-17,12.0,4.8,8.6
2021-04-18,15.2,4.8,10.3
2021-04-19,17.3,5.4,11.4
2021-04-20,21.8,5.9,14.2
2021-04-21,17.8,3.2,11.0
2021-04-22,8.4,1.3,4.9
2021-04-23,15.8,2.2,9.3
2021-04-24,19.8,4.9,12.9
2021-04-25,16.6,8.7,11.8
2021-04-26,13.8,3.9,9.1
2021-04-27,14.9,4.2,10.1
2021-04-28,25.9,7.8,16.5
2021-04-29,21.6,12.5,17.5
2021-04-30,19.4,7.0,15.3
2021-05-01,17.5,5.2,11.0
2021-05-02,26.7,12.0,18.3
2021-05-03,15.9,11.4,13.8
2021-05-04,22.2,11.1,14.8
2021-05-05,14.8,11.0,12.4
2021-05-06,17.5,8.8,13.0
2021-05-07,16.5,7.7,12.0
2021-05-08,12.7,7.4,9.7
2021-05-09,16.8,5.7,10.5
2021-05-10,15.0,8.4,11.4
2021-05-11,16.8,7.7,12.2
2021-05-12,18.1,5.8,11.9
2021-05-13,19.5,6.9,13.6
2021-05-14,22.0,6.9,15.4
2021-05-15,22.9,8.5,16.5
2021-05-16,22.5,9.6,16.6
2021-05-17,23.4,9.1,16.8
2021-05-18,26.5,10.9,19.4
2021-05-19,29.0,12.9,21.0
2021-05-20,23.1,12.3,17.2
2021-05-21,23.9,10.8,17.7
2021-05-22,30.9,16.1,24.5
2021-05-23,32.4,19.5,25.2
2021-05-24,18.3,13.8,16.2
2021-05-25,21.0,12.7,17.3
2021-05-26,28.7,17.4,23.1
2021-05-27,27.8,17.5,22.7
2021-05-28,19.6,10.5,14.7
2021-05-29,11.2,8.7,9.8
2021-05-30,11.8,8.6,10.1
2021-05-31,20.1,9.6,14.1
2021-06-01,23.7,9.9,17.0
2021-06-02,22.5,12.6,17.3
2021-06-03,23.1,12.8,18.0
2021-06-04,25.4,17.6,20.9
2021-06-05,31.7,17.1,24.3
2021-06-06,31.5,19.8,25.6
2021-06-07,31.2,20.9,25.3
2021-06-08,30.5,21.7,25.3
2021-06-09,30.6,21.8,25.8
2021-06-10,26.9,16.2,22.4
2021-06-11,21.1,15.2,18.0
2021-06-12,21.6,15.8,18.7
2021-06-13,24.4,14.3,18.8
2021-06-14,21.5,17.1,19.2
2021-06-15,25.4,17.5,21.1
2021-06-16,23.3,15.3,19.5
2021-06-17,24.1,12.0,18.5
2021-06-18,26.9,13.0,20.6
2021-06-19,31.9,19.6,24.2
2021-06-20,28.8,17.4,23.3
2021-06-21,28.2,21.6,24.7
2021-06-22,25.0,14.8,20.6
2021-06-23,23.4,12.3,18.0
2021-06-24,23.6,14.3,19.0
2021-06-25,25.0,16.3,20.0
2021-06-26,26.4,18.7,22.8
2021-06-27,28.9,21.8,25.3
2021-06-28,32.3,23.0,27.4
2021-06-29,33.7,24.2,28.9
2021-06-30,35.4,25.2,29.7
2021-07-01,28.2,22.0,24.9
2021-07-02,24.0,18.6,22.1
2021-07-03,19.3,16.2,17.6
2021-07-04,24.2,15.7,20.2
2021-07-05,26.5,17.2,22.7
2021-07-06,33.6,22.1,26.5
2021-07-07,31.4,22.4,26.7
2021-07-08,28.7,21.4,24.5
2021-07-09,29.8,22.2,24.6
2021-07-10,25.8,20.9,23.3
2021-07-11,25.2,19.8,22.5
2021-07-12,28.3,22.4,24.6
2021-07-13,25.1,20.7,22.7
2021-07-14,30.4,21.6,24.9
2021-07-15,29.7,21.3,26.0
2021-07-16,31.6,23.5,27.5
2021-07-17,31.3,23.5,26.9
2021-07-18,28.5,23.0,25.3
2021-07-19,27.3,21.0,23.9
2021-07-20,31.1,21.1,25.7
2021-07-21,27.8,20.2,24.1
2021-07-22,26.7,17.8,22.4
2021-07-23,26.2,17.1,22.2
2021-07-24,27.1,18.2,22.8
2021-07-25,27.3,20.4,24.1
2021-07-26,31.7,21.9,26.0
2021-07-27,30.7,19.1,25.1
2021-07-28,27.2,20.3,23.3
2021-07-29,25.3,20.4,22.5
2021-07-30,27.8,18.1,23.0
2021-07-31,25.4,13.9,19.7
2021-08-01,24.6,16.7,21.2
2021-08-02,26.8,17.4,21.8
2021-08-03,24.5,15.6,20.8
2021-08-04,24.6,19.0,21.4
2021-08-05,27.5,17.5,21.9
2021-08-06,29.5,18.0,24.3
2021-08-07,29.8,19.7,24.8
2021-08-08,22.5,19.5,20.9
2021-08-09,26.2,20.5,22.9
2021-08-10,27.7,20.7,24.2
2021-08-11,30.8,23.3,26.7
2021-08-12,34.4,23.2,28.1
2021-08-13,34.1,25.0,28.8
2021-08-14,31.0,24.0,27.1
2021-08-15,28.0,20.2,23.8
2021-08-16,27.1,19.5,23.0
2021-08-17,26.6,22.1,23.9
2021-08-18,27.5,21.3,24.7
2021-08-19,30.4,23.7,26.6
2021-08-20,27.3,22.1,24.6
2021-08-21,27.8,21.3,24.9
2021-08-22,24.3,22.6,23.4
2021-08-23,28.6,22.2,24.6
2021-08-24,30.8,22.0,26.1
2021-08-25,31.3,19.7,26.1
2021-08-26,32.0,22.6,27.1
2021-08-27,32.5,23.7,27.5
2021-08-28,25.8,20.1,22.6
2021-08-29,24.9,19.6,22.1
2021-08-30,28.4,21.7,24.7
2021-08-31,28.7,21.0,24.5
2021-09-01,22.9,17.9,21.4
2021-09-02,24.6,15.0,19.4
2021-09-03,21.9,14.0,18.2
2021-09-04,25.4,14.7,19.7
2021-09-05,24.0,16.8,20.9
2021-09-06,27.0,17.8,22.4
2021-09-07,26.0,15.0,20.7
2021-09-08,26.3,19.7,23.2
2021-09-09,22.0,19.6,21.2
2021-09-10,23.1,16.1,19.4
2021-09-11,24.0,13.2,19.1
2021-09-12,29.0,18.5,23.2
2021-09-13,28.9,21.6,24.9
2021-09-14,26.3,19.0,22.1
2021-09-15,28.8,20.8,24.5
2021-09-16,23.8,19.5,21.5
2021-09-17,23.6,20.3,21.8
2021-09-18,27.0,18.9,23.0
2021-09-19,23.7,16.5,20.5
2021-09-20,22.9,16.1,19.4
2021-09-21,23.4,15.4,20.0
2021-09-22,25.5,20.4,22.9
2021-09-23,26.4,17.9,23.2
2021-09-24,22.6,14.6,18.7
2021-09-25,23.1,13.3,18.5
2021-09-26,21.5,15.7,18.2
2021-09-27,25.9,14.5,20.0
2021-09-28,22.2,15.1,19.4
2021-09-29,20.0,11.8,15.7
2021-09-30,18.9,12.4,15.2
2021-10-01,19.5,9.4,14.1
2021-10-02,23.7,10.3,16.5
2021-10-03,25.5,12.5,19.1
2021-10-04,21.0,16.5,19.1
2021-10-05,19.9,15.3,17.1
2021-10-06,20.5,16.1,17.8
2021-10-07,22.6,15.8,18.7
2021-10-08,24.2,14.0,18.7
2021-10-09,20.3,15.5,17.6
2021-10-10,19.1,16.6,17.7
2021-10-11,21.7,16.5,18.3
2021-10-12,21.8,14.9,17.6
2021-10-13,21.6,14.7,18.0
2021-10-14,24.9,15.0,19.1
2021-10-15,24.9,14.8,19.8
2021-10-16,23.5,15.0,19.9
2021-10-17,17.4,11.2,13.9
2021-10-18,15.8,9.4,11.9
2021-10-19,19.0,8.6,13.7
2021-10-20,24.1,13.5,17.8
2021-10-21,22.6,11.9,17.0
2021-10-22,20.5,13.7,17.4
2021-10-23,16.0,10.4,12.6
2021-10-24,15.4,7.1,11.9
2021-10-25,22.4,14.8,18.6
2021-10-26,17.5,13.4,16.0
2021-10-27,15.9,11.0,13.5
2021-10-28,15.1,7.9,11.4
2021-10-29,14.0,8.3,11.6
2021-10-30,18.1,13.4,15.6
2021-10-31,18.7,12.5,14.7
2021-11-01,14.7,7.2,11.6
2021-11-02,11.8,6.8,9.5
2021-11-03,11.0,3.3,6.8
2021-11-04,10.0,2.4,6.3
2021-11-05,10.7,3.2,6.5
2021-11-06,10.6,2.6,6.1
2021-11-07,12.1,2.2,7.0
2021-11-08,16.3,6.4,10.4
2021-11-09,19.4,4.8,11.5
2021-11-10,17.4,5.9,12.1
2021-11-11,15.4,3.3,10.3
2021-11-12,19.0,7.5,15.1
2021-11-13,16.4,4.8,8.9
2021-11-14,8.6,3.1,6.2
2021-11-15,8.8,2.2,5.7
2021-11-16,9.6,1.9,5.3
2021-11-17,12.3,0.9,7.8
2021-11-18,18.8,9.3,13.4
2021-11-19,9.3,3.1,6.6
2021-11-20,7.1,-0.5,4.1
2021-11-21,12.0,5.0,8.7
2021-11-22,11.7,2.0,8.3
2021-11-23,5.5,-0.3,2.2
2021-11-24,6.7,-1.7,2.2
2021-11-25,11.3,0.3,6.0
2021-11-26,7.5,1.7,5.6
2021-11-27,4.7,-0.4,2.1
2021-11-28,4.6,0.2,1.9
2021-11-29,5.8,-1.1,2.7
2021-11-30,4.8,-3.0,1.3
2021-12-01,8.7,1.1,4.5
2021-12-02,13.5,6.0,10.5
2021-12-03,8.4,0.9,5.1
2021-12-04,7.9,-0.4,4.2
2021-12-05,7.8,-0.0,4.1
2021-12-06,15.7,8.5,12.6
2021-12-07,6.2,0.5,3.3
2021-12-08,4.9,0.6,3.0
2021-12-09,3.8,-1.9,1.0
2021-12-10,8.7,0.9,5.2
2021-12-11,17.7,5.4,12.7
2021-12-12,11.3,3.0,6.3
2021-12-13,10.2,2.1,5.6
2021-12-14,10.4,2.0,5.5
2021-12-15,10.9,1.7,6.7
2021-12-16,14.7,10.1,12.1
2021-12-17,14.0,5.7,11.2
2021-12-18,6.7,4.6,5.5
2021-12-19,7.2,-2.1,3.6
2021-12-20,1.7,-4.5,-1.3
2021-12-21,5.7,-2.4,1.5
2021-12-22,8.3,-0.0,4.3
2021-12-23,2.5,-2.2,-0.2
2021-12-24,6.1,-1.5,1.3
2021-12-25,8.8,0.6,6.1
2021-12-26,8.9,2.6,6.2
2021-12-27,2.7,-2.0,1.1
2021-12-28,8.8,2.8,5.4
2021-12-29,7.5,4.4,5.6
2021-12-30,8.9,5.4,6.8
2021-12-31,11.1,7.1,8.9
